subject,body,label
Your Payment Failed – Update Billing Info,"Dear Todd,
We detected unusual activity on your account. Click here to verify: http://secure.watkins.com/2386
Failure to act within 24 hours will suspend your account.
Regards,
Cortez-Moore Support",Phishing
Project Update: Next Steps,"Dear Jody,
Your Amazon subscription renews on 2025-02-14. No action needed – you’re all set!
Best,
Rose-Jackson Team",Legitimate
Welcome to Sanders-Nguyen!,"Hi Gwendolyn,
Just a reminder about our team meeting tomorrow at 10:56:49. Please prepare your updates.
Thanks,
Jill Garza",Legitimate
Password Reset Required Immediately,"Dear Kelly,
We detected unusual activity on your account. Click here to verify: http://claim.hood.net/6345
Failure to act within 24 hours will suspend your account.
Regards,
Johnson Group Support",Phishing
Urgent: Verify Your Account Now!,"Dear Erin,
We detected unusual activity on your account. Click here to verify: http://claim.reynolds-west.com/7252
Failure to act within 24 hours will suspend your account.
Regards,
Smith LLC Support",Phishing
Security Alert: Suspicious Login Detected,"Congratulations Amy!
You’ve won a $4740 gift card! Claim it now: http://claim.martin-hall.info/8588
Hurry, offer expires soon!
Best,
Pratt, Ewing and Rodriguez Rewards Team",Phishing
Welcome to Robles Group!,"Hi Jeffery,
Here’s your weekly update for 2025-02-04. Stay informed with Robles Group news!
Thanks,
Robles Group Newsletter Team",Legitimate
"You’ve Won $5,000 – Claim It Here!","Dear Dustin,
We detected unusual activity on your account. Click here to verify: http://login.morales-garcia.com/5603
Failure to act within 24 hours will suspend your account.
Regards,
Benjamin, Howard and Russell Support",Phishing
Project Update: Next Steps,"Hi Abigail,
Just a reminder about our team meeting tomorrow at 00:40:58. Please prepare your updates.
Thanks,
Christopher Perez",Legitimate
Your Payment Failed – Update Billing Info,"Congratulations Caitlin!
You’ve won a $2801 gift card! Claim it now: http://secure.lopez.com/8620
Hurry, offer expires soon!
Best,
Baker and Sons Rewards Team",Phishing
"You’ve Won $5,000 – Claim It Here!","Hello Eric,
Your recent payment of $2130 failed. Update your details: http://claim.rangel.com/3684
Avoid service disruption!
Sincerely,
Hess Ltd Billing",Phishing
Weekly Newsletter – 2025-02-08,"Hi Henry,
Here’s your weekly update for 2025-02-08. Stay informed with Williams, Garrison and Paul news!
Thanks,
Williams, Garrison and Paul Newsletter Team",Legitimate
Team Meeting Tomorrow,"Hello Lori,
Here’s the latest on our project. Next milestone is due 2025-02-14. Let me know if you have questions!
Regards,
Rebecca Taylor",Legitimate
Team Meeting Tomorrow,"Hi Kimberly,
Just a reminder about our team meeting tomorrow at 14:15:28. Please prepare your updates.
Thanks,
Joe Klein",Legitimate
"Welcome to Jones, Murray and Marsh!","Dear Christopher,
Your PayPal subscription renews on 2025-02-16. No action needed – you’re all set!
Best,
Jones, Murray and Marsh Team",Legitimate
Urgent: Verify Your Account Now!,"Hi Curtis,
Your Google account password has expired. Reset it here: http://verify.garcia-wheeler.org/8352
This is urgent!
Thanks,
Calhoun and Sons Security",Phishing
Password Reset Required Immediately,"Congratulations Scott!
You’ve won a $2680 gift card! Claim it now: http://claim.brooks-wu.biz/2427
Hurry, offer expires soon!
Best,
Harris and Sons Rewards Team",Phishing
"You’ve Won $5,000 – Claim It Here!","Dear Lindsay,
We’re investigating a login attempt from an unknown device. Secure your account: http://secure.hill.biz/2358
Act now!
Simpson Ltd Team",Phishing
Team Meeting Tomorrow,"Hi Lisa,
Here’s your weekly update for 2025-02-06. Stay informed with Kaufman, Torres and Lin news!
Thanks,
Kaufman, Torres and Lin Newsletter Team",Legitimate
Team Meeting Tomorrow,"Hi Darren,
Just a reminder about our team meeting tomorrow at 20:45:58. Please prepare your updates.
Thanks,
John Carr",Legitimate
"Welcome to Miranda, Jones and Kelly!","Welcome Heather!
We’re excited to have you with Miranda, Jones and Kelly. Explore your account here: http://secure.fowler-thompson.com/8047
Cheers,
Miranda, Jones and Kelly Onboarding",Legitimate
Urgent: Verify Your Account Now!,"Congratulations Vicki!
You’ve won a $1995 gift card! Claim it now: http://verify.conrad.com/8424
Hurry, offer expires soon!
Best,
Jackson-Gilbert Rewards Team",Phishing
Welcome to Mitchell-Robinson!,"Welcome Dominique!
We’re excited to have you with Mitchell-Robinson. Explore your account here: http://verify.carter.org/4453
Cheers,
Mitchell-Robinson Onboarding",Legitimate
Your Subscription Renewal,"Hi Joel,
Just a reminder about our team meeting tomorrow at 00:39:14. Please prepare your updates.
Thanks,
John Davis",Legitimate
Project Update: Next Steps,"Hi Robert,
Just a reminder about our team meeting tomorrow at 12:29:57. Please prepare your updates.
Thanks,
Michelle Jennings",Legitimate
Your Subscription Renewal,"Hi Kristina,
Here’s your weekly update for 2025-02-17. Stay informed with Cameron LLC news!
Thanks,
Cameron LLC Newsletter Team",Legitimate
Project Update: Next Steps,"Hi Megan,
Here’s your weekly update for 2025-02-23. Stay informed with Gray, James and Lopez news!
Thanks,
Gray, James and Lopez Newsletter Team",Legitimate
Welcome to Hill-Bryant!,"Hi Mike,
Here’s your weekly update for 2025-02-02. Stay informed with Hill-Bryant news!
Thanks,
Hill-Bryant Newsletter Team",Legitimate
Urgent: Verify Your Account Now!,"Hello Brandon,
Your recent payment of $4188 failed. Update your details: http://login.stewart.biz/2097
Avoid service disruption!
Sincerely,
Ramos-White Billing",Phishing
Project Update: Next Steps,"Welcome Gerald!
We’re excited to have you with Jones, Murray and Jones. Explore your account here: http://login.jones.com/3406
Cheers,
Jones, Murray and Jones Onboarding",Legitimate
Your Payment Failed – Update Billing Info,"Hi Jeremiah,
Your Google account password has expired. Reset it here: http://login.kennedy.com/5264
This is urgent!
Thanks,
Santana, Parker and Perry Security",Phishing
Project Update: Next Steps,"Welcome Megan!
We’re excited to have you with Johnson, Powers and Williamson. Explore your account here: http://login.hughes.com/7729
Cheers,
Johnson, Powers and Williamson Onboarding",Legitimate
Urgent: Verify Your Account Now!,"Dear Janet,
We’re investigating a login attempt from an unknown device. Secure your account: http://secure.castillo-fields.com/4982
Act now!
Richards, French and Gonzalez Team",Phishing
Project Update: Next Steps,"Hi Gina,
Here’s your weekly update for 2025-02-05. Stay informed with Bailey-Garrett news!
Thanks,
Bailey-Garrett Newsletter Team",Legitimate
Weekly Newsletter – 2025-02-20,"Welcome Nicholas!
We’re excited to have you with Clark Ltd. Explore your account here: http://secure.wheeler-reyes.com/3549
Cheers,
Clark Ltd Onboarding",Legitimate
Project Update: Next Steps,"Dear Jamie,
Your Amazon subscription renews on 2025-02-07. No action needed – you’re all set!
Best,
Gomez Inc Team",Legitimate
Password Reset Required Immediately,"Dear Andrea,
We detected unusual activity on your account. Click here to verify: http://secure.hancock.com/1401
Failure to act within 24 hours will suspend your account.
Regards,
Ware, Mcdowell and Tyler Support",Phishing
Urgent: Verify Your Account Now!,"Hello Jeffrey,
Your recent payment of $3855 failed. Update your details: http://secure.banks-rios.com/3910
Avoid service disruption!
Sincerely,
Brooks-Klein Billing",Phishing
Your Payment Failed – Update Billing Info,"Dear Ryan,
We’re investigating a login attempt from an unknown device. Secure your account: http://claim.gonzalez.info/5829
Act now!
Garcia PLC Team",Phishing
Your Subscription Renewal,"Hi Ashley,
Here’s your weekly update for 2025-02-10. Stay informed with Jordan Group news!
Thanks,
Jordan Group Newsletter Team",Legitimate
Your Payment Failed – Update Billing Info,"Congratulations Stephanie!
You’ve won a $76 gift card! Claim it now: http://secure.castillo-tran.com/2855
Hurry, offer expires soon!
Best,
Meadows-Scott Rewards Team",Phishing
Team Meeting Tomorrow,"Welcome Kayla!
We’re excited to have you with Luna PLC. Explore your account here: http://login.reed.com/3419
Cheers,
Luna PLC Onboarding",Legitimate
Password Reset Required Immediately,"Dear Joseph,
We’re investigating a login attempt from an unknown device. Secure your account: http://claim.trujillo.com/6875
Act now!
Christian, Garcia and Evans Team",Phishing
Weekly Newsletter – 2025-02-05,"Hello Patrick,
Here’s the latest on our project. Next milestone is due 2025-02-05. Let me know if you have questions!
Regards,
Jennifer Garcia",Legitimate
"You’ve Won $5,000 – Claim It Here!","Congratulations Andrea!
You’ve won a $1011 gift card! Claim it now: http://claim.cabrera.com/5195
Hurry, offer expires soon!
Best,
Garcia PLC Rewards Team",Phishing
Your Subscription Renewal,"Hi Zachary,
Here’s your weekly update for 2025-02-05. Stay informed with Baker-Bridges news!
Thanks,
Baker-Bridges Newsletter Team",Legitimate
Team Meeting Tomorrow,"Dear Paul,
Your Google subscription renews on 2025-02-07. No action needed – you’re all set!
Best,
Williams Ltd Team",Legitimate
Weekly Newsletter – 2025-02-17,"Welcome Albert!
We’re excited to have you with Miller-Wall. Explore your account here: http://login.martin.org/9814
Cheers,
Miller-Wall Onboarding",Legitimate
Your Subscription Renewal,"Welcome Shane!
We’re excited to have you with Barry, Morse and Mitchell. Explore your account here: http://claim.waters.info/9955
Cheers,
Barry, Morse and Mitchell Onboarding",Legitimate
Project Update: Next Steps,"Welcome Shawn!
We’re excited to have you with Mckenzie, Phillips and Petersen. Explore your account here: http://secure.lowe-hopkins.com/5871
Cheers,
Mckenzie, Phillips and Petersen Onboarding",Legitimate
Your Subscription Renewal,"Dear Sara,
Your Amazon subscription renews on 2025-02-12. No action needed – you’re all set!
Best,
Ford PLC Team",Legitimate
Team Meeting Tomorrow,"Dear Joseph,
Your Amazon subscription renews on 2025-02-22. No action needed – you’re all set!
Best,
Hernandez Inc Team",Legitimate
"You’ve Won $5,000 – Claim It Here!","Dear Brandi,
We detected unusual activity on your account. Click here to verify: http://secure.mcmahon.com/2194
Failure to act within 24 hours will suspend your account.
Regards,
Lee, Montes and Steele Support",Phishing
Project Update: Next Steps,"Hello Cynthia,
Here’s the latest on our project. Next milestone is due 2025-02-12. Let me know if you have questions!
Regards,
Linda Scott",Legitimate
Your Payment Failed – Update Billing Info,"Dear James,
We’re investigating a login attempt from an unknown device. Secure your account: http://secure.farrell-wilson.com/5218
Act now!
Bond, Miller and Snyder Team",Phishing
Urgent: Verify Your Account Now!,"Congratulations Victoria!
You’ve won a $1965 gift card! Claim it now: http://claim.white.com/8158
Hurry, offer expires soon!
Best,
Flores and Sons Rewards Team",Phishing
Security Alert: Suspicious Login Detected,"Hello Jeffery,
Your recent payment of $1453 failed. Update your details: http://claim.cunningham.com/1028
Avoid service disruption!
Sincerely,
Sharp-Gonzalez Billing",Phishing
Security Alert: Suspicious Login Detected,"Congratulations Marcus!
You’ve won a $744 gift card! Claim it now: http://claim.mccullough.info/5723
Hurry, offer expires soon!
Best,
Reyes, Morrow and Rivera Rewards Team",Phishing
Team Meeting Tomorrow,"Welcome Erica!
We’re excited to have you with Williams-Ramirez. Explore your account here: http://verify.moss.com/4100
Cheers,
Williams-Ramirez Onboarding",Legitimate
Security Alert: Suspicious Login Detected,"Hi Kristi,
Your Google account password has expired. Reset it here: http://verify.fischer.info/1715
This is urgent!
Thanks,
Lane-Rios Security",Phishing
Weekly Newsletter – 2025-02-20,"Hello Jenna,
Here’s the latest on our project. Next milestone is due 2025-02-20. Let me know if you have questions!
Regards,
Charles Gordon",Legitimate
Your Subscription Renewal,"Hi Karen,
Just a reminder about our team meeting tomorrow at 23:45:04. Please prepare your updates.
Thanks,
Ronald Bowen",Legitimate
Security Alert: Suspicious Login Detected,"Dear Sarah,
We’re investigating a login attempt from an unknown device. Secure your account: http://verify.davis.org/9479
Act now!
Wilson, Rosales and Johnson Team",Phishing
Team Meeting Tomorrow,"Hi Victoria,
Here’s your weekly update for 2025-02-03. Stay informed with Watkins Ltd news!
Thanks,
Watkins Ltd Newsletter Team",Legitimate
Password Reset Required Immediately,"Hi Elijah,
Your Netflix account password has expired. Reset it here: http://login.miranda.com/5750
This is urgent!
Thanks,
Singh-Serrano Security",Phishing
Team Meeting Tomorrow,"Hi Jerry,
Here’s your weekly update for 2025-02-16. Stay informed with Kaufman, Knight and Fisher news!
Thanks,
Kaufman, Knight and Fisher Newsletter Team",Legitimate
Your Subscription Renewal,"Dear Lisa,
Your Netflix subscription renews on 2025-02-07. No action needed – you’re all set!
Best,
Burns, Marquez and Thompson Team",Legitimate
Urgent: Verify Your Account Now!,"Hello Sandra,
Your recent payment of $396 failed. Update your details: http://claim.jones-fletcher.com/1941
Avoid service disruption!
Sincerely,
Bennett, Meyers and Carrillo Billing",Phishing
"You’ve Won $5,000 – Claim It Here!","Hi Jeremy,
Your Google account password has expired. Reset it here: http://secure.hale.com/9775
This is urgent!
Thanks,
Alvarez LLC Security",Phishing
